id,area,service_group,service_or_check,clause,page,delta_type,harmonization_disposition,priority,closure_wave,known_seed_slice,official_java_surface,official_cpp_surface,official_fedpro_surface,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,disposition_rationale
HLA2025-FI-SVC-046,Federate Interface service catalog,Declaration management,Unsubscribe Object Class Directed Interactions,5.13,102,new,covered,P0,1-fi-service-and-binding-disposition,2025-directed-interaction-boundary,present,present,present,no,docs/requirements/ieee-1516-2025/declaration_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/rti_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-directed-interaction-boundary.
HLA2025-FI-SVC-047,Federate Interface service catalog,Declaration management,Start Registration For Object Class †,5.14,103,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-declaration-relevance-advisory-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/declaration_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/rti_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-declaration-relevance-advisory-callbacks.
HLA2025-FI-SVC-048,Federate Interface service catalog,Declaration management,Stop Registration For Object Class †,5.15,104,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-declaration-relevance-advisory-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/declaration_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/rti_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-declaration-relevance-advisory-callbacks.
HLA2025-FI-SVC-049,Federate Interface service catalog,Declaration management,Turn Interactions On †,5.16,105,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-declaration-relevance-advisory-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/declaration_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/rti_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-declaration-relevance-advisory-callbacks.
HLA2025-FI-SVC-050,Federate Interface service catalog,Declaration management,Turn Interactions Off †,5.17,106,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-declaration-relevance-advisory-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/declaration_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/rti_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-declaration-relevance-advisory-callbacks.
HLA2025-FI-SVC-051,Federate Interface service catalog,Object management,Reserve Object Instance Name,6.2,113,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-single-name-reservation-services,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-single-name-reservation-services.
HLA2025-FI-SVC-052,Federate Interface service catalog,Object management,Object Instance Name Reserved †,6.3,113,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-single-name-reservation-services,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-single-name-reservation-services.
HLA2025-FI-SVC-053,Federate Interface service catalog,Object management,Release Object Instance Name,6.4,114,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-single-name-reservation-services,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-single-name-reservation-services.
HLA2025-FI-SVC-054,Federate Interface service catalog,Object management,Reserve Multiple Object Instance Names,6.5,115,modified,covered,P0,1-fi-service-and-binding-disposition,2025-multi-name-reservation-services,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-multi-name-reservation-services.
HLA2025-FI-SVC-055,Federate Interface service catalog,Object management,Multiple Object Instance Names Reserved †,6.6,116,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-multi-name-reservation-services,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-multi-name-reservation-services.
HLA2025-FI-SVC-056,Federate Interface service catalog,Object management,Release Multiple Object Instance Names,6.7,117,modified,covered,P0,1-fi-service-and-binding-disposition,2025-multi-name-reservation-services,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-multi-name-reservation-services.
HLA2025-FI-SVC-057,Federate Interface service catalog,Object management,Register Object Instance,6.8,118,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-basic-object-exchange,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-basic-object-exchange.
HLA2025-FI-SVC-058,Federate Interface service catalog,Object management,Discover Object Instance †,6.9,119,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-basic-object-exchange,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-basic-object-exchange.
HLA2025-FI-SVC-059,Federate Interface service catalog,Object management,Update Attribute Values,6.10,120,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-basic-object-exchange,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-basic-object-exchange.
HLA2025-FI-SVC-060,Federate Interface service catalog,Object management,Reflect Attribute Values †,6.11,122,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-basic-object-exchange,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-basic-object-exchange.
