requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-FM-4_6-ARG-001,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall accept and validate supplied argument: Federation execution name.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-ARG-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_6-001,4.6.1 Supplied arguments,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-PRE-001,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-PRE-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_6-001,4.6.3 Preconditions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-PRE-002,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-PRE-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_6-001,4.6.3 Preconditions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-PRE-003,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall enforce this precondition before successful completion: There are no federates joined to this federation execution.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-PRE-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_6-001,4.6.3 Preconditions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EFF-001,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Destroy Federation Execution service, the RTI shall establish this postcondition: The federation execution does not exist.",shall,rti.federation_management.destroy_federation_execution,state-machine integration test,TEST-FM-4_6-EFF-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_6-001,4.6.4 Postconditions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EXC-001,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall report the defined exception/failure condition when applicable: Federates are joined to the federation execution.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-EXC-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_6-001,4.6.5 Exceptions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EXC-002,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall report the defined exception/failure condition when applicable: The federation execution does not exist.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-EXC-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_6-001,4.6.5 Exceptions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EXC-003,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-EXC-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_6-001,4.6.5 Exceptions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EXC-004,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-EXC-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_6-001,4.6.5 Exceptions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-MOM-001,IEEE 1516.1-2010,4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,The RTI shall update or make auditable the MOM-visible federation-management state associated with Destroy Federation Execution.,shall,rti.federation_management.destroy_federation_execution,MOM observer integration test,TEST-FM-4_6-MOM-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,MOM,HLA1516.1-FM-4_6-001,4.6 MOM observability hook,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_7-SVC-001,IEEE 1516.1-2010,4.7,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,RTI/federate interface shall provide List Federation Executions service as a federate-initiated service in the Federation Management service group.,shall,rti.federation_management.list_federation_executions,API conformance + integration test,TEST-FM-4_7-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_7-001,4.7 service heading and overview,List Federation Executions,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,"service reporting switch, when enabled",Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_7-PRE-001,IEEE 1516.1-2010,4.7,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,List Federation Executions service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.list_federation_executions,unit + negative-path conformance test,TEST-FM-4_7-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_7-001,4.7.3 Preconditions,List Federation Executions,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,TBD,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_7-EXC-001,IEEE 1516.1-2010,4.7,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,List Federation Executions service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.list_federation_executions,unit + negative-path conformance test,TEST-FM-4_7-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_7-001,4.7.5 Exceptions,List Federation Executions,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,"service reporting switch, when enabled",Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_7-EXC-002,IEEE 1516.1-2010,4.7,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,List Federation Executions service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.list_federation_executions,unit + negative-path conformance test,TEST-FM-4_7-EXC-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_7-001,4.7.5 Exceptions,List Federation Executions,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,"service reporting switch, when enabled",Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_8-SVC-001,IEEE 1516.1-2010,4.8,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,RTI/federate interface shall provide Report Federation Executions  service as a RTI-initiated callback in the Federation Management service group.,shall,rti.callbacks.federation_management.report_federation_executions,API conformance + integration test,TEST-FM-4_8-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_8-001,4.8 service heading and overview,Report Federation Executions,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,"service reporting switch, when enabled",Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_8-CB-001,IEEE 1516.1-2010,4.8,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,The FederateAmbassador shall expose a callback handler for Report Federation Executions and the RTI shall invoke it only under the service's defined conditions.,shall,rti.callbacks.federation_management.report_federation_executions,callback integration test,TEST-FM-4_8-CB-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,CB,HLA1516.1-FM-4_8-001,4.8 RTI-initiated service,Report Federation Executions,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,TBD,Split from broad service row to implementation-ready conformance row.
