requirement_id,interface,method_name,python_name,document,section,section_ref,title,service_group,source_languages,source_overload_count,declared_exceptions,python_entry_point,implementation_status,verification_status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,evidence,negative_expectation_count,negative_executed_count,verification_asset_id,known_gaps
REQ-FED-OM-6_20-provideAttributeValueUpdate,FederateAmbassador,provideAttributeValueUpdate,provide_attribute_value_update,IEEE 1516.1-2010 (2010 edition),6.20,IEEE 1516.1-2010 (2010 edition) §6.20,Provide Attribute Value Update service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_request_attribute_value_update_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_request_attribute_value_update.py::run_request_attribute_value_update_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_request_attribute_value_update_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_request_attribute_value_update_matrix,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_21-turnUpdatesOnForObjectInstance,FederateAmbassador,turnUpdatesOnForObjectInstance,turn_updates_on_for_object_instance,IEEE 1516.1-2010 (2010 edition),6.21,IEEE 1516.1-2010 (2010 edition) §6.21,Turn Updates On For Object Instance service,Object Management,cpp; java,4,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_update_advisory_callback_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_update_advisory_callback_matrix,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_update_advisory.py::run_update_advisory_callback_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_update_advisory_callback_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_update_advisory_callback_matrix,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_22-turnUpdatesOffForObjectInstance,FederateAmbassador,turnUpdatesOffForObjectInstance,turn_updates_off_for_object_instance,IEEE 1516.1-2010 (2010 edition),6.22,IEEE 1516.1-2010 (2010 edition) §6.22,Turn Updates Off For Object Instance service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_update_advisory_callback_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_update_advisory_callback_matrix,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_update_advisory.py::run_update_advisory_callback_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_update_advisory_callback_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_update_advisory_callback_matrix,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_24-confirmAttributeTransportationTypeChange,FederateAmbassador,confirmAttributeTransportationTypeChange,confirm_attribute_transportation_type_change,IEEE 1516.1-2010 (2010 edition),6.24,IEEE 1516.1-2010 (2010 edition) §6.24,Confirm Attribute Transportation Type Change service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; tests/verification/test_spec_traceability_and_extended_python_rti.py,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_26-reportAttributeTransportationType,FederateAmbassador,reportAttributeTransportationType,report_attribute_transportation_type,IEEE 1516.1-2010 (2010 edition),6.26,IEEE 1516.1-2010 (2010 edition) §6.26,Report Attribute Transportation Type service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_transportation_type_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_transportation_type_matrix,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_transportation_type.py::run_transportation_type_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_transportation_type_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_transportation_type_matrix,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_28-confirmInteractionTransportationTypeChange,FederateAmbassador,confirmInteractionTransportationTypeChange,confirm_interaction_transportation_type_change,IEEE 1516.1-2010 (2010 edition),6.28,IEEE 1516.1-2010 (2010 edition) §6.28,Confirm Interaction Transportation Type Change service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; tests/verification/test_spec_traceability_and_extended_python_rti.py,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_3-objectInstanceNameReservationFailed,FederateAmbassador,objectInstanceNameReservationFailed,object_instance_name_reservation_failed,IEEE 1516.1-2010 (2010 edition),6.3,IEEE 1516.1-2010 (2010 edition) §6.3,Object Instance Name Reserved service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; tests/verification/test_spec_traceability_and_extended_python_rti.py,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_3-objectInstanceNameReservationSucceeded,FederateAmbassador,objectInstanceNameReservationSucceeded,object_instance_name_reservation_succeeded,IEEE 1516.1-2010 (2010 edition),6.3,IEEE 1516.1-2010 (2010 edition) §6.3,Object Instance Name Reserved service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; tests/verification/test_spec_traceability_and_extended_python_rti.py,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_30-reportInteractionTransportationType,FederateAmbassador,reportInteractionTransportationType,report_interaction_transportation_type,IEEE 1516.1-2010 (2010 edition),6.30,IEEE 1516.1-2010 (2010 edition) §6.30,Report Interaction Transportation Type service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_transportation_type_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_transportation_type_matrix,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_transportation_type.py::run_transportation_type_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_transportation_type_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_transportation_type_matrix,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_6-multipleObjectInstanceNameReservationFailed,FederateAmbassador,multipleObjectInstanceNameReservationFailed,multiple_object_instance_name_reservation_failed,IEEE 1516.1-2010 (2010 edition),6.6,IEEE 1516.1-2010 (2010 edition) §6.6,Multiple Object Instance Names Reserved service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; tests/verification/test_spec_traceability_and_extended_python_rti.py,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_6-multipleObjectInstanceNameReservationSucceeded,FederateAmbassador,multipleObjectInstanceNameReservationSucceeded,multiple_object_instance_name_reservation_succeeded,IEEE 1516.1-2010 (2010 edition),6.6,IEEE 1516.1-2010 (2010 edition) §6.6,Multiple Object Instance Names Reserved service,Object Management,cpp; java,2,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; tests/verification/test_spec_traceability_and_extended_python_rti.py,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_9-discoverObjectInstance,FederateAmbassador,discoverObjectInstance,discover_object_instance,IEEE 1516.1-2010 (2010 edition),6.9,IEEE 1516.1-2010 (2010 edition) §6.9,Discover Object Instance service,Object Management,cpp; java,4,FederateInternalError,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_exchange.py::run_two_federate_exchange_scenario; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_discovery_class.py::run_discovery_class_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_9-getProducingFederate,FederateAmbassador,getProducingFederate,get_producing_federate,IEEE 1516.1-2010 (2010 edition),6.9,IEEE 1516.1-2010 (2010 edition) §6.9,Discover Object Instance service,Object Management,java,3,,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; tests/verification/test_spec_traceability_and_extended_python_rti.py,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
REQ-FED-OM-6_9-getSentRegions,FederateAmbassador,getSentRegions,get_sent_regions,IEEE 1516.1-2010 (2010 edition),6.9,IEEE 1516.1-2010 (2010 edition) §6.9,Discover Object Instance service,Object Management,java,2,,RecordingFederateAmbassador callback + snake_case alias,callback-helper,callback-helper-covered,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,packages/hla2010-rti-backend-common/src/hla2010_rti_backend_common/recording.py::RecordingFederateAmbassador; tests/verification/test_spec_traceability_and_extended_python_rti.py,0,0,ASSET-OBJECT-MGMT-TARGET-RADAR,
