matrix_id,kind,document,section_ref,title,requirement_id,service_group,status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,linked_methods,linked_assets,claim_scope,supported_subset_for,policy_basis,python_runtime_status,python_runtime_disposition,certi_runtime_status,certi_runtime_disposition,portico_runtime_status,portico_runtime_disposition,pitch_runtime_status,pitch_runtime_disposition,pitch_jpype_runtime_disposition,pitch_py4j_runtime_disposition,vendor_evidence_refs,vendor_notes,vendor_source,vendor_profile_bucket,vendor_profile_refs,vendor_profile_notes,vendor_profile_source,notes,source
HLA1516-RULE-12.2-015,extracted-requirement,IEEE 1516-2010,IEEE 1516-2010 §12.2,Successful restore shall reinstate saved attribute transportation override state when those overrides are part of the saved federate-local delivery state,HLA1516-RULE-12.2-015,RULE,pass,hla2010/backends/python/save_restore.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/state.py,tests/verification/test_compliance_slice_v011.py,,requirements/hla1516_clause_12_save_restore.csv,,HLA1516-RULE-12.2-015,,,,,verified,,not-applicable,,not-applicable,,classification-required,classification-required,classification-required,,,,,,,,verification_method=focused integration test; Focused restore proof now shows per-object per-attribute transportation override state is reinstated from the saved federate-local snapshot for the currently supported reliable transport semantics,requirements/hla1516_clause_12_save_restore.csv
HLA1516-RULE-12.2-016,extracted-requirement,IEEE 1516-2010,IEEE 1516-2010 §12.2,Successful restore shall reinstate saved interaction transportation override state when those overrides are part of the saved federate-local delivery state,HLA1516-RULE-12.2-016,RULE,pass,hla2010/backends/python/save_restore.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/state.py,tests/verification/test_compliance_slice_v011.py,,requirements/hla1516_clause_12_save_restore.csv,,HLA1516-RULE-12.2-016,,,,,verified,,not-applicable,,not-applicable,,classification-required,classification-required,classification-required,,,,,,,,verification_method=focused integration test; Focused restore proof now shows per-interaction-class transportation override state is reinstated from the saved federate-local snapshot for the currently supported reliable transport semantics,requirements/hla1516_clause_12_save_restore.csv
HLA1516-RULE-12.3-001,extracted-requirement,IEEE 1516-2010,IEEE 1516-2010 §12.3,Restore requests for unknown save labels shall fail without entering restore in progress state,HLA1516-RULE-12.3-001,RULE,pass,hla2010/backends/python/save_restore.py,tests/backends/test_python_backend_federation_extended.py,,requirements/hla1516_clause_12_save_restore.csv,,HLA1516-RULE-12.3-001,,,,,verified,,not-applicable,,not-applicable,,classification-required,classification-required,classification-required,,,,,,,,verification_method=focused integration test; Unknown restore labels are traced explicitly through the source Clause 12 ledger,requirements/hla1516_clause_12_save_restore.csv
HLA1516-TIME-001,extracted-requirement,IEEE 1516-2010,IEEE 1516-2010 Time concept rules,The repo shall map time concepts to 1516.1 time services and grant/order semantics,HLA1516-TIME-001,Time concepts,planned,Time concepts should map to 1516.1 time services and grant/order semantics,requirements skeleton,,requirements/hla1516_framework_rules.csv,,,,,,,not-applicable,,not-applicable,,not-applicable,,not-applicable,not-applicable,not-applicable,,,,,,,,verification_method=hla2010/time_management.py; partial,requirements/hla1516_framework_rules.csv
HLA1516.1-DDM-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9,The RTI shall implement DDM services for region creation,HLA1516.1-DDM-001,Data Distribution Management,planned,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_federate_interface.csv; requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-001,,,,,not-applicable,,not-applicable,,not-applicable,,not-applicable,not-applicable,not-applicable,,,,,,,,verification_method=Maps to region creation and filtered routing behavior; DDM family seed now linked to the focused Clause 9 extraction tranche,requirements/hla1516_1_federate_interface.csv
HLA1516.1-DDM-9.1-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.1,RTI shall support region-based data distribution management,HLA1516.1-DDM-9.1-001,DDM,pass,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.1-001,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_ddm_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared DDM suite scenario verifies real Pitch end-to-end region subscription and routing flow,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; End-to-end region subscription and routing flow now anchors the Clause 9 family,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.1-002,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.1,RTI shall use FOM-defined dimensions for DDM routing,HLA1516.1-DDM-9.1-002,DDM,pass,hla2010/backends/python/ddm.py; hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.1-002,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_ddm_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared DDM suite scenario verifies Pitch dimension lookup and region creation against declared routing dimensions,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; Dimension lookup and region creation evidence tie DDM routing to declared dimensions,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.1-003,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.1,RTI shall determine relevance from subscription regions and update/send regions,HLA1516.1-DDM-9.1-003,DDM,pass,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.1-003,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/scenarios/test_ddm_backend_matrix.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared DDM suite scenario verifies Pitch overlap-based relevance for regional routing,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; The same overlap helpers drive object and interaction relevance in the focused DDM lifecycle test,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.10-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.10,RTI shall support subscribing to interaction classes with regions,HLA1516.1-DDM-9.10-001,DDM,pass,hla2010/backends/python/ddm.py; hla2010/backends/python/declaration.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.10-001,,,,yes,verified,no,not-yet-tested,,classification-required,blocked,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/verification/test_compliance_slice_v011.py,Python proves both active and passive interaction regional subscription plus overlap-filtered delivery,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; Interaction region subscription maps are asserted directly,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.11-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.11,RTI shall support unsubscribing interaction classes with regions,HLA1516.1-DDM-9.11-001,DDM,pass,hla2010/backends/python/ddm.py; hla2010/backends/python/declaration.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.11-001,,,,yes,verified,no,not-yet-tested,,classification-required,blocked,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py,Python has focused executable coverage for removing regional interaction subscriptions,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; Interaction region unsubscription is asserted directly,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.12-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.12,RTI shall route attribute updates based on region overlap,HLA1516.1-DDM-9.12-001,DDM,pass,hla2010/backends/python/ddm.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.12-001,,,,yes,verified,no,not-yet-tested,,classification-required,blocked,verified,verified,verified,../tests/verification/test_compliance_slice_v011.py,"Python proves DDM filtering is applied before timestamp-order delivery, not after",docs/backend_conformance_matrix.md,,,,,verification_method=integration test; The focused DDM lifecycle test uses the same overlap-filter path that gates reflected attribute delivery,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.13-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.13,RTI shall route interactions based on region overlap where dimensions apply,HLA1516.1-DDM-9.13-001,DDM,pass,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.13-001,,,,yes,verified,no,not-yet-tested,,classification-required,blocked,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py,Python proves region-scoped AVU requests trigger the provider callback path,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; Interaction delivery with matching regions is asserted directly,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.2-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.2,RTI shall provide Create Region,HLA1516.1-DDM-9.2-001,DDM,pass,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.2-001,,,,yes,verified,no,not-yet-tested,,classification-required,blocked,verified,verified,verified,../tests/verification/test_compliance_slice_v011.py; ../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py,Python DDM region lifecycle is exercised directly,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; Region creation is explicitly exercised and validated,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.3-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.3,RTI shall provide Commit Region Modifications,HLA1516.1-DDM-9.3-001,DDM,pass,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.3-001,,,,yes,verified,no,not-yet-tested,,classification-required,blocked,verified,verified,verified,../tests/verification/test_compliance_slice_v011.py,Python proves committed ranges affect later timestamp-order delivery filtering,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; Commit service is directly exercised on both peers,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.4-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.4,RTI shall provide Delete Region,HLA1516.1-DDM-9.4-001,DDM,pass,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.4-001,,,,yes,verified,no,not-yet-tested,,classification-required,blocked,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py,Python has focused executable coverage for region deletion and local region-state cleanup,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; Delete service is directly exercised and state removal is asserted,requirements/hla1516_1_priority_clauses_7_9_10.csv
HLA1516.1-DDM-9.5-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.5,RTI shall support registering object instances with associated regions where applicable,HLA1516.1-DDM-9.5-001,DDM,pass,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,,requirements/hla1516_1_priority_clauses_7_9_10.csv,,HLA1516.1-DDM-9.5-001,,,,yes,verified,no,not-yet-tested,,classification-required,blocked,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py,Python proves object registration with regional update associations and discovery on the subscriber side,docs/backend_conformance_matrix.md,,,,,verification_method=integration test; Region-aware registration path is explicitly covered,requirements/hla1516_1_priority_clauses_7_9_10.csv
