master_requirement_id,standard,clause,capability,feature,master_requirement_type,harmonization_status,harmonization_source_file,curated_requirement_id,current_test_id,implementation_area,notes
HLA1516-FW-6_3-DET-002,IEEE 1516-2010,6.3,CAP-FW,FW-OWNERSHIP-CAPABILITY,DET,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-008;HLA1516.1-OWN-001;HLA1516.1-OWN-7.10-001,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows;tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_cancel_attribute_ownership_acquisition_requires_request,framework.rules,"Dynamic ownership transfer flows are directly exercised, but the broader SOM-description framing of the framework row remains only partially harmonized."
HLA1516-FW-RULE_8_OWNERSHIP-012,IEEE 1516-2010,6.3,CAP-FW,RULE-8-OWNERSHIP,FW_RULE_DETAIL,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-008;HLA1516.1-OWN-001;HLA1516.1-OWN-7.10-001,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,ownership_management,"Ownership-management runtime behavior is covered, but the rule’s full framework phrasing is broader than the present direct proof set."
HLA1516-RULE-008,IEEE 1516-2010,6.3,CAP-FW,FW-OWNERSHIP-DYNAMIC,SVC,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-008;HLA1516.1-OWN-001;HLA1516.1-OWN-7.10-001,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,ownership.workflow,"Dynamic ownership transfer support exists, but the federate-SOM framing remains broader than the current isolated evidence."
HLA1516-FW-6_4-DET-001,IEEE 1516-2010,6.4,CAP-FW,FW-UPDATE-CONDITIONS,DET,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-009;HLA1516.1-TM-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/time/test_lookahead_backend_matrix.py::test_lookahead_backend_matrix_state_services,framework.rules,"The repo preserves and exposes update-rate metadata and time-state helpers, but broader update-condition semantics remain only partially implemented and harmonized."
HLA1516-FW-6_4-DET-002,IEEE 1516-2010,6.4,CAP-FW,FW-UPDATE-CONDITIONS,DET,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-009;HLA1516.1-TM-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/time/test_lookahead_backend_matrix.py::test_lookahead_backend_matrix_state_services,framework.rules,"The repo preserves and exposes update-rate metadata and time-state helpers, but broader update-condition semantics remain only partially implemented and harmonized."
HLA1516-FW-RULE_9_TIME-013,IEEE 1516-2010,6.4,CAP-FW,RULE-9-TIME,FW_RULE_DETAIL,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-009;HLA1516.1-TM-001,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings,time_management,"Time-management responsibilities are strongly represented, but the imported framework statement is broader than the currently isolated proof envelope."
HLA1516-RULE-009,IEEE 1516-2010,6.4,CAP-FW,FW-UPDATE-CONDITIONS,SVC,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-009;HLA1516.1-TM-001;HLA1516.1-SUP-10.1-003,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/time/test_lookahead_backend_matrix.py::test_lookahead_backend_matrix_state_services,declaration.update_rates,"The repo preserves and exposes update-rate metadata and time-state helpers, but broader update-condition semantics remain only partially implemented and harmonized."
HLA1516-FW-6_5-DET-001,IEEE 1516-2010,6.5,CAP-FW,FW-TIME,DET,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-010;HLA1516-TIME-001;HLA1516.1-TM-001,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/time/test_mom_mim_time_v10.py::test_timestamp_order_next_message_requests_deliver_in_time_order_and_query_galt_lits,framework.rules,"The repo has substantial time-coordination coverage, but the imported framework time statements are broader than the current direct harmonized slices."
HLA1516-FW-6_5-DET-002,IEEE 1516-2010,6.5,CAP-FW,FW-TIME,DET,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-010;HLA1516-TIME-001;HLA1516.1-TM-001,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/time/test_mom_mim_time_v10.py::test_timestamp_order_next_message_requests_deliver_in_time_order_and_query_galt_lits,framework.rules,"The repo has substantial time-coordination coverage, but the imported framework time statements are broader than the current direct harmonized slices."
HLA1516-FW-RULE_10_COMPLIANCE-014,IEEE 1516-2010,6.5,CAP-FW,RULE-10-COMPLIANCE,FW_RULE_DETAIL,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-010;HLA1516-TIME-001;HLA1516.1-TM-001;HLA1516.1-SUP-001,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/backends/test_python_backend_support_services.py::test_support_advisory_switches_toggle_and_reject_duplicates,federate_runtime,"The repo exercises core runtime compliance obligations, but the full federate-local conformance statement remains broader than the current direct proof set."
HLA1516-RULE-010,IEEE 1516-2010,6.5,CAP-FW,FW-TIME,SVC,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-RULE-010;HLA1516-TIME-001;HLA1516.1-TM-001,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/time/test_mom_mim_time_v10.py::test_timestamp_order_next_message_requests_deliver_in_time_order_and_query_galt_lits,time_management,"The repo has substantial time-coordination coverage, but the imported framework time statements are broader than the current direct harmonized slices."
HLA1516-FW-RATIONALE-015,IEEE 1516-2010,Annex A,CAP-FW,RATIONALE,FW_RULE_DETAIL,partial,hla1516_framework_detailed_reconciliation.csv,HLA1516-FW-001,tests/verification/test_framework_rule_docs_v1_0.py::test_framework_docs_capture_product_set_scope_and_source_policy,docs/rationale,"The repo preserves source-policy and architecture context, but it does not yet maintain a dedicated rationale-to-design-decision trace for every relevant framework choice."
HLA1516-FW-BIBLIOGRAPHY-016,IEEE 1516-2010,Annex B,CAP-FW,BIBLIOGRAPHY,FW_RULE_DETAIL,mapped,hla1516_framework_detailed_reconciliation.csv,HLA1516-FW-001,tests/verification/test_framework_rule_docs_v1_0.py::test_framework_docs_capture_product_set_scope_and_source_policy,requirements/source_control,The source-documents policy now explicitly treats bibliographic and archive-reference material as non-normative source context unless cited normatively elsewhere.
HLA1516.1-FM-OVERVIEW-001,IEEE 1516.1-2010,4.1,CAP-FM,FM-LIFECYCLE,OVW,partial,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-001;HLA1516-FW-001,docs/verification/requirements_hierarchy.md;requirements/2010/hla1516_framework_detailed_reconciliation.csv,rti.federation_management.lifecycle,"The repo carries broad Federation Management family and framework-rule anchors, but these overview rows remain broader than the current executable clause-level proof surface."
HLA1516.1-FM-OVERVIEW-002,IEEE 1516.1-2010,4.1,CAP-FM,FM-MODULES,OVW,partial,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-001;HLA1516-FW-001,docs/verification/requirements_hierarchy.md;requirements/2010/hla1516_framework_detailed_reconciliation.csv,rti.fdd.merge,"The repo carries broad Federation Management family and framework-rule anchors, but these overview rows remain broader than the current executable clause-level proof surface."
HLA1516.1-FM-OVERVIEW-003,IEEE 1516.1-2010,4.1,CAP-FM,FM-LOST,OVW,partial,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-001;HLA1516-FW-001,docs/verification/requirements_hierarchy.md;requirements/2010/hla1516_framework_detailed_reconciliation.csv,rti.federation_management.lost_federates,"The repo carries broad Federation Management family and framework-rule anchors, but these overview rows remain broader than the current executable clause-level proof surface."
HLA1516.1-CPP-4_2-CONNECT-001,IEEE 1516.1-2010,4.2,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-FM-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-FM-4_2-001,IEEE 1516.1-2010,4.2,CAP-FM,FM-CONNECT-SERVICE,SVC,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-SIG-001,test_connect_adapts_python_federate_ambassador,rti.federation_management.connect,This imported service-surface row is aligned to the existing Connect Clause 4 decomposition and current API/verification evidence. Paraphrased engineering split of the coarse 4.2 service row.
HLA1516.1-FM-4_2-ARG-001,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,ARG,partial,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-001,requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,rti.federation_management.connect,"No direct Clause 4 decomposition row was found for this imported FM shape, so it remains only partially harmonized against the broad Federation Management family anchor."
HLA1516.1-FM-4_2-ARG-002,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,ARG,partial,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-001,requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,rti.federation_management.connect,"No direct Clause 4 decomposition row was found for this imported FM shape, so it remains only partially harmonized against the broad Federation Management family anchor."
HLA1516.1-FM-4_2-EFF-001,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,EFF,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EFF-001,tests/backends/test_python_backend_federation_extended.py::test_connect_create_and_join_apply_positive_lifecycle_effects,rti.federation_management.connect,Direct node-level lifecycle witness proves successful connect sets connected state and callback model before join.
HLA1516.1-FM-4_2-EXC-001,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,EXC,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EXC-001,test_connect_rejects_second_connection_attempt,rti.federation_management.connect,This imported Federation Management row is aligned to the existing Connect Clause 4 decomposition. Explicit exception family captured for harmonized requirement slicing.
HLA1516.1-FM-4_2-EXC-002,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,EXC,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EXC-001,test_connect_rejects_second_connection_attempt,rti.federation_management.connect,This imported Federation Management row is aligned to the existing Connect Clause 4 decomposition. Explicit exception family captured for harmonized requirement slicing.
HLA1516.1-FM-4_2-EXC-003,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,EXC,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EXC-001,test_connect_rejects_second_connection_attempt,rti.federation_management.connect,This imported Federation Management row is aligned to the existing Connect Clause 4 decomposition. Explicit exception family captured for harmonized requirement slicing.
HLA1516.1-FM-4_2-EXC-004,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,EXC,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EXC-001,test_connect_rejects_second_connection_attempt,rti.federation_management.connect,This imported Federation Management row is aligned to the existing Connect Clause 4 decomposition. Explicit exception family captured for harmonized requirement slicing.
HLA1516.1-FM-4_2-EXC-005,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,EXC,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EXC-001,test_connect_rejects_second_connection_attempt,rti.federation_management.connect,This imported Federation Management row is aligned to the existing Connect Clause 4 decomposition. Explicit exception family captured for harmonized requirement slicing.
HLA1516.1-FM-4_2-PRE-001,IEEE 1516.1-2010,4.2,CAP-FM,FM-LIFECYCLE,PRE,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-PRE-001,test_connect_rejects_second_connection_attempt,rti.federation_management.connect,This imported Federation Management row is aligned to the existing Connect Clause 4 decomposition. Current backend raises AlreadyConnected.
HLA1516.1-FM-4_2-RTIAPI-001,IEEE 1516.1-2010,4.2,CAP-FM,FM-connect,RTI_API,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-SIG-001,test_connect_adapts_python_federate_ambassador,federation_management.connect,This imported service-surface row is aligned to the existing Connect Clause 4 decomposition and current API/verification evidence. Paraphrased engineering split of the coarse 4.2 service row.
HLA1516.1-FM-4_2-RTIAPI-001-EFF,IEEE 1516.1-2010,4.2,CAP-FM,FM-connect,EFF,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EFF-001,tests/backends/test_python_backend_federation_extended.py::test_connect_create_and_join_apply_positive_lifecycle_effects,federation_management.connect,Direct node-level lifecycle witness proves successful connect sets connected state and callback model before join.
HLA1516.1-FM-4_2-RTIAPI-001-EXC,IEEE 1516.1-2010,4.2,CAP-FM,FM-connect,EXC_API,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EXC-001,test_connect_rejects_second_connection_attempt,federation_management.connect,This imported API-exception row is aligned to the existing Connect exception slice. Explicit exception family captured for harmonized requirement slicing.
HLA1516.1-FM-4_2-RTIAPI-001-MOM,IEEE 1516.1-2010,4.2,CAP-FM,FM-connect,MOM_TRACE,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-MOM-001,test_connect_joined_federate_is_visible_in_mom_summary,mom.service_reporting,This imported MOM-trace row is aligned to the existing Connect observer/reporting slice. Once connected ambassadors join the federation their MOM federate objects are visible through the observer summary.
HLA1516.1-FM-4_2-RTIAPI-001-SIG,IEEE 1516.1-2010,4.2,CAP-FM,FM-connect,SIG,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-SIG-001,test_connect_adapts_python_federate_ambassador,federation_management.connect,This imported service-surface row is aligned to the existing Connect Clause 4 decomposition and current API/verification evidence. Paraphrased engineering split of the coarse 4.2 service row.
HLA1516.1-FM-4_2-RTIAPI-002,IEEE 1516.1-2010,4.2,CAP-FM,FM-connect,RTI_API,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-SIG-001,test_connect_adapts_python_federate_ambassador,federation_management.connect,This imported service-surface row is aligned to the existing Connect Clause 4 decomposition and current API/verification evidence. Paraphrased engineering split of the coarse 4.2 service row.
HLA1516.1-FM-4_2-RTIAPI-002-EFF,IEEE 1516.1-2010,4.2,CAP-FM,FM-connect,EFF,mapped,hla1516_1_fm_detailed_reconciliation.csv,HLA1516.1-FM-4.2-EFF-001,tests/backends/test_python_backend_federation_extended.py::test_connect_create_and_join_apply_positive_lifecycle_effects,federation_management.connect,Direct node-level lifecycle witness proves successful connect sets connected state and callback model before join.
