edition,requirement_id,source_document,clause,page,area,service_group,service_or_check,priority,closure_wave,requirement_text,normative_level,row_kind,parent_requirement_id,canonical_status,canonical_status_reason,owner_doc,primary_test_shard,primary_command,evidence_refs,boundary_note,source_trace_strength,repo_evidence_status,tags
2010,HLA1516-RULE-12.2-011,IEEE 1516-2010,IEEE 1516-2010 §12.2,,IEEE 1516-2010,RULE,Successful restore shall discard stale message-retraction bookkeeping and queued transient retraction state inconsistent with the restored federation state,,,Successful restore shall discard stale message-retraction bookkeeping and queued transient retraction state inconsistent with the restored federation state,,extracted-requirement,,pass,verification_method=focused integration test; Focused restore proof now shows pre-restore receiver retraction maps and sender retractable-message bookkeeping are cleared during restore,,,,hla2010/backends/python/save_restore.py; hla2010/backends/python/time_queue.py; hla2010/backends/python/time_services.py; tests/verification/test_compliance_slice_v011.py; requirements/2010/hla1516_clause_12_save_restore.csv,,,,document:ieee-1516-2010; service-group:rule
2010,HLA1516-RULE-12.2-012,IEEE 1516-2010,IEEE 1516-2010 §12.2,,IEEE 1516-2010,RULE,Successful restore shall reinstate saved attribute order override state when those overrides are part of the saved federate-local delivery state,,,Successful restore shall reinstate saved attribute order override state when those overrides are part of the saved federate-local delivery state,,extracted-requirement,,pass,verification_method=focused integration test; Focused restore proof now shows per-object per-attribute order override state is reinstated from the saved federate-local snapshot,,,,hla2010/backends/python/save_restore.py; hla2010/backends/python/time_services.py; hla2010/backends/python/object_delivery.py; tests/verification/test_compliance_slice_v011.py; requirements/2010/hla1516_clause_12_save_restore.csv,,,,document:ieee-1516-2010; service-group:rule
2010,HLA1516-RULE-12.2-013,IEEE 1516-2010,IEEE 1516-2010 §12.2,,IEEE 1516-2010,RULE,Successful restore shall reinstate saved interaction order override state when those overrides are part of the saved federate-local delivery state,,,Successful restore shall reinstate saved interaction order override state when those overrides are part of the saved federate-local delivery state,,extracted-requirement,,pass,verification_method=focused integration test; Focused restore proof now shows per-interaction-class order override state is reinstated from the saved federate-local snapshot,,,,hla2010/backends/python/save_restore.py; hla2010/backends/python/time_services.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/ddm.py; tests/verification/test_compliance_slice_v011.py; requirements/2010/hla1516_clause_12_save_restore.csv,,,,document:ieee-1516-2010; service-group:rule
2010,HLA1516-RULE-12.2-014,IEEE 1516-2010,IEEE 1516-2010 §12.2,,IEEE 1516-2010,RULE,Callback enable or disable state shall remain a post-restore local runtime policy choice and shall not be reinstated from saved federation state,,,Callback enable or disable state shall remain a post-restore local runtime policy choice and shall not be reinstated from saved federation state,,extracted-requirement,,pass,verification_method=design-rule plus focused integration test; Focused restore proof now makes the Clause 12 design decision explicit: callback enablement is not persisted and remains the caller's post-restore runtime policy choice,,,,hla2010/backends/python/save_restore.py; hla2010/backends/python/callbacks.py; hla2010/backends/python/state.py; tests/verification/test_compliance_slice_v011.py; requirements/2010/hla1516_clause_12_save_restore.csv,,,,document:ieee-1516-2010; service-group:rule
2010,HLA1516-RULE-12.2-015,IEEE 1516-2010,IEEE 1516-2010 §12.2,,IEEE 1516-2010,RULE,Successful restore shall reinstate saved attribute transportation override state when those overrides are part of the saved federate-local delivery state,,,Successful restore shall reinstate saved attribute transportation override state when those overrides are part of the saved federate-local delivery state,,extracted-requirement,,pass,verification_method=focused integration test; Focused restore proof now shows per-object per-attribute transportation override state is reinstated from the saved federate-local snapshot for the currently supported reliable transport semantics,,,,hla2010/backends/python/save_restore.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/state.py; tests/verification/test_compliance_slice_v011.py; requirements/2010/hla1516_clause_12_save_restore.csv,,,,document:ieee-1516-2010; service-group:rule
2010,HLA1516-RULE-12.2-016,IEEE 1516-2010,IEEE 1516-2010 §12.2,,IEEE 1516-2010,RULE,Successful restore shall reinstate saved interaction transportation override state when those overrides are part of the saved federate-local delivery state,,,Successful restore shall reinstate saved interaction transportation override state when those overrides are part of the saved federate-local delivery state,,extracted-requirement,,pass,verification_method=focused integration test; Focused restore proof now shows per-interaction-class transportation override state is reinstated from the saved federate-local snapshot for the currently supported reliable transport semantics,,,,hla2010/backends/python/save_restore.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/state.py; tests/verification/test_compliance_slice_v011.py; requirements/2010/hla1516_clause_12_save_restore.csv,,,,document:ieee-1516-2010; service-group:rule
2010,HLA1516-RULE-12.3-001,IEEE 1516-2010,IEEE 1516-2010 §12.3,,IEEE 1516-2010,RULE,Restore requests for unknown save labels shall fail without entering restore in progress state,,,Restore requests for unknown save labels shall fail without entering restore in progress state,,extracted-requirement,,pass,verification_method=focused integration test; Unknown restore labels are traced explicitly through the source Clause 12 ledger,,,,hla2010/backends/python/save_restore.py; tests/backends/test_python_backend_federation_extended.py; requirements/2010/hla1516_clause_12_save_restore.csv,,,,document:ieee-1516-2010; service-group:rule
2010,HLA1516-TIME-001,IEEE 1516-2010,IEEE 1516-2010 Time concept rules,,IEEE 1516-2010,Time concepts,"The repo shall map time concepts to 1516.1 time services and grant/order semantics, including logical time and ordering relationships",,,"The repo shall map time concepts to 1516.1 time services and grant/order semantics, including logical time and ordering relationships",,extracted-requirement,,pass,verification_method=requirements skeleton; This owner summary row is now closed as a traceability claim: the time-concept surface is explicitly mapped to the 1516.1 time-management rows and grant/order semantics.,,,,hla2010/time_management.py; requirements/2010/hla1516_framework_rules.csv,,,,document:ieee-1516-2010; service-group:time-concepts
2010,HLA1516.1-DDM-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,"The RTI shall implement DDM services for region creation, routing, and filtered delivery behavior",,,"The RTI shall implement DDM services for region creation, routing, and filtered delivery behavior",,extracted-requirement,,pass,verification_method=generated ledger + focused tests; This owner summary row is now closed as a clause-family claim: the DDM compliance slices and detailed Clause 9 rows now carry the executable region-routing truth.; Clause 9 family summary is now closed as a clause-family owner claim: the bounded DDM owner surface and detailed reconciliation rows are explicit and carry the executable truth.,,,,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py; hla2010/backends/python/object_delivery.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_federate_interface.csv; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,HLA1516.1-DDM-9.1-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.1,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall support region-based data distribution management,,,RTI shall support region-based data distribution management,,extracted-requirement,,pass,verification_method=integration test; End-to-end region subscription and routing flow now anchors the Clause 9 family,,,,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.1-002,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.1,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall use FOM-defined dimensions for DDM routing,,,RTI shall use FOM-defined dimensions for DDM routing,,extracted-requirement,,pass,verification_method=integration test; Dimension lookup and region creation evidence tie DDM routing to declared dimensions,,,,hla2010/backends/python/ddm.py; hla2010/backends/python/support.py; tests/backends/test_python_backend_support_services.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.1-003,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.1,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall determine relevance from subscription regions and update/send regions,,,RTI shall determine relevance from subscription regions and update/send regions,,extracted-requirement,,pass,verification_method=integration test; The same overlap helpers drive object and interaction relevance in the focused DDM lifecycle test,,,,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py; hla2010/backends/python/object_delivery.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.10-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.10,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall support subscribing to interaction classes with regions,,,RTI shall support subscribing to interaction classes with regions,,extracted-requirement,,pass,verification_method=integration test; Interaction region subscription maps are asserted directly,,,,hla2010/backends/python/ddm.py; hla2010/backends/python/declaration.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.11-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.11,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall support unsubscribing interaction classes with regions,,,RTI shall support unsubscribing interaction classes with regions,,extracted-requirement,,pass,verification_method=integration test; Interaction region unsubscription is asserted directly,,,,hla2010/backends/python/ddm.py; hla2010/backends/python/declaration.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.12-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.12,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall route interactions based on region overlap where dimensions apply,,,RTI shall route interactions based on region overlap where dimensions apply,,extracted-requirement,,pass,verification_method=integration test; Interaction delivery with matching regions is asserted directly,,,,hla2010/backends/python/ddm.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/subscriptions.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.13-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.13,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall route attribute-value update requests based on region overlap,,,RTI shall route attribute-value update requests based on region overlap,,extracted-requirement,,pass,verification_method=integration test; The focused DDM lifecycle test proves region-scoped attribute-value-update requests reach only the overlap-matching provider callback path,,,,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.2-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.2,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall provide Create Region,,,RTI shall provide Create Region,,extracted-requirement,,pass,verification_method=integration test; Region creation is explicitly exercised and validated,,,,hla2010/backends/python/ddm.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.3-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.3,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall provide Commit Region Modifications,,,RTI shall provide Commit Region Modifications,,extracted-requirement,,pass,verification_method=integration test; Commit service is directly exercised on both peers,,,,hla2010/backends/python/ddm.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.4-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.4,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall provide Delete Region,,,RTI shall provide Delete Region,,extracted-requirement,,pass,verification_method=integration test; Delete service is directly exercised and state removal is asserted,,,,hla2010/backends/python/ddm.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
2010,HLA1516.1-DDM-9.5-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §9.5,,IEEE 1516.1-2010 (2010 edition),DDM,RTI shall support registering object instances with associated regions where applicable,,,RTI shall support registering object instances with associated regions where applicable,,extracted-requirement,,pass,verification_method=integration test; Region-aware registration path is explicitly covered,,,,hla2010/backends/python/ddm.py; tests/backends/test_python_backend_time_ddm_extended.py; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:ddm
