surface_type,item,status,reuse_action,requirement_action,service_group,2010_section_or_location,2025_section_or_location,2010_detail,2025_detail,notes
OMT serviceUtilization,normalizeServiceGroup,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Support Services,10.32,10.29,isCallback=false,isCallback=false,"Section changed 10.32 -> 10.29, likely due to inserted 2025 services."
OMT serviceUtilization,objectInstanceNameReserved,Same service,Carry forward,Reuse 2010 behavior requirement,Object Management,6.3,6.3,isCallback=true,isCallback=true,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,provideAttributeValueUpdate,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Object Management,6.20,6.22,isCallback=true,isCallback=true,"Section changed 6.20 -> 6.22, likely due to inserted 2025 services."
OMT serviceUtilization,publishInteractionClass,Same service,Carry forward,Reuse 2010 behavior requirement,Declaration Management,5.4,5.4,isCallback=false,isCallback=false,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,publishObjectClassAttributes,Same service,Carry forward,Reuse 2010 behavior requirement,Declaration Management,5.2,5.2,isCallback=false,isCallback=false,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,publishObjectClassDirectedInteractions,New 2025,Add,Add 2025 requirement,Declaration Management,,5.6,,isCallback=false,New 2025 service/callback; add requirement from the new-surface packet.
OMT serviceUtilization,queryAttributeOwnership,Same service,Carry forward,Reuse 2010 behavior requirement,Ownership Management,7.17,7.17,isCallback=false,isCallback=false,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,queryAttributeTransportationType,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Object Management,6.25,6.28,isCallback=false,isCallback=false,"Section changed 6.25 -> 6.28, likely due to inserted 2025 services."
OMT serviceUtilization,queryFederationRestoreStatus,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Federation Management,4.31,4.34,isCallback=false,isCallback=false,"Section changed 4.31 -> 4.34, likely due to inserted 2025 services."
OMT serviceUtilization,queryFederationSaveStatus,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Federation Management,4.22,4.25,isCallback=false,isCallback=false,"Section changed 4.22 -> 4.25, likely due to inserted 2025 services."
OMT serviceUtilization,queryGALT,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Time Management,8.16,8.17,isCallback=false,isCallback=false,"Section changed 8.16 -> 8.17, likely due to inserted 2025 services."
OMT serviceUtilization,queryInteractionTransportationType,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Object Management,6.29,6.32,isCallback=false,isCallback=false,"Section changed 6.29 -> 6.32, likely due to inserted 2025 services."
OMT serviceUtilization,queryLITS,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Time Management,8.18,8.19,isCallback=false,isCallback=false,"Section changed 8.18 -> 8.19, likely due to inserted 2025 services."
OMT serviceUtilization,queryLogicalTime,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Time Management,8.17,8.18,isCallback=false,isCallback=false,"Section changed 8.17 -> 8.18, likely due to inserted 2025 services."
OMT serviceUtilization,queryLookahead,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Time Management,8.20,8.21,isCallback=false,isCallback=false,"Section changed 8.20 -> 8.21, likely due to inserted 2025 services."
OMT serviceUtilization,receiveDirectedInteraction,New 2025,Add,Add 2025 requirement,Object Management,,6.15,,isCallback=true,New 2025 service/callback; add requirement from the new-surface packet.
OMT serviceUtilization,receiveInteraction,Same service,Carry forward,Reuse 2010 behavior requirement,Object Management,6.13,6.13,isCallback=true,isCallback=true,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,reflectAttributeValues,Same service,Carry forward,Reuse 2010 behavior requirement,Object Management,6.11,6.11,isCallback=true,isCallback=true,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,registerFederationSynchronizationPoint,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Federation Management,4.11,4.14,isCallback=false,isCallback=false,"Section changed 4.11 -> 4.14, likely due to inserted 2025 services."
OMT serviceUtilization,registerObjectInstance,Same service,Carry forward,Reuse 2010 behavior requirement,Object Management,6.8,6.8,isCallback=false,isCallback=false,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,registerObjectInstanceWithRegions,Same service,Carry forward,Reuse 2010 behavior requirement,Data Distribution Management,9.5,9.5,isCallback=false,isCallback=false,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,releaseMultipleObjectInstanceNames,Same service,Carry forward,Reuse 2010 behavior requirement,Object Management,6.7,6.7,isCallback=false,isCallback=false,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,releaseObjectInstanceName,Same service,Carry forward,Reuse 2010 behavior requirement,Object Management,6.4,6.4,isCallback=false,isCallback=false,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,removeObjectInstance,Replacement / renamed in 2025,Map existing requirement,Reuse prior requirement with 2025 name and updated semantics,Object Management,,6.17,,isCallback=true,Spelling/case normalization from 2010 serviceUtilization removeobjectinstance; not a behavioral addition.
OMT serviceUtilization,removeobjectinstance,Removed or replaced,Retire or map,Do not carry forward unchanged; map/replace in 2025 requirement set,Object Management,6.15,,isCallback=true,,Spelling/case normalization only; do not retire behavior. Map to removeObjectInstance.
OMT serviceUtilization,reportAttributeTransportationType,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Object Management,6.26,6.29,isCallback=true,isCallback=true,"Section changed 6.26 -> 6.29, likely due to inserted 2025 services."
OMT serviceUtilization,reportFederationExecutionMembers,New 2025,Add,Add 2025 requirement,Federation Management,,4.10,,isCallback=true,New 2025 service/callback; add requirement from the new-surface packet.
OMT serviceUtilization,reportFederationExecutions,Same service,Carry forward,Reuse 2010 behavior requirement,Federation Management,4.8,4.8,isCallback=true,isCallback=true,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,reportInteractionTransportationType,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Object Management,6.30,6.33,isCallback=true,isCallback=true,"Section changed 6.30 -> 6.33, likely due to inserted 2025 services."
OMT serviceUtilization,requestAttributeOwnershipAssumption,Same service,Carry forward,Reuse 2010 behavior requirement,Ownership Management,7.4,7.4,isCallback=true,isCallback=true,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,requestAttributeOwnershipRelease,Same service,Carry forward,Reuse 2010 behavior requirement,Ownership Management,7.11,7.11,isCallback=true,isCallback=true,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,requestAttributeTransportationTypeChange,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Object Management,6.23,6.25,isCallback=false,isCallback=false,"Section changed 6.23 -> 6.25, likely due to inserted 2025 services."
OMT serviceUtilization,requestAttributeValueUpdate,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Object Management,6.19,6.21,isCallback=false,isCallback=false,"Section changed 6.19 -> 6.21, likely due to inserted 2025 services."
OMT serviceUtilization,requestAttributeValueUpdateWithRegions,Same service,Carry forward,Reuse 2010 behavior requirement,Data Distribution Management,9.13,9.13,isCallback=false,isCallback=false,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,requestDivestitureConfirmation,Same service,Carry forward,Reuse 2010 behavior requirement,Ownership Management,7.5,7.5,isCallback=true,isCallback=true,Same serviceUtilization name and RTI/callback role.
OMT serviceUtilization,requestFederationRestore,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Federation Management,4.24,4.27,isCallback=false,isCallback=false,"Section changed 4.24 -> 4.27, likely due to inserted 2025 services."
OMT serviceUtilization,requestFederationSave,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Federation Management,4.16,4.19,isCallback=false,isCallback=false,"Section changed 4.16 -> 4.19, likely due to inserted 2025 services."
OMT serviceUtilization,requestInteractionTransportationTypeChange,Same service / renumbered,Carry forward with reference update,Reuse 2010 behavior requirement; update clause number and any binding-specific references,Object Management,6.27,6.30,isCallback=false,isCallback=false,"Section changed 6.27 -> 6.30, likely due to inserted 2025 services."
